"","Type","Region","City.Town.Ward.Village.code","Prefecture","City.Town.Ward.Village","Area","Nearest.station.Name","Nearest.station.Distance.minute.","Layout","Area.m.2.","Transaction.price.Unit.price.m.2.","Land.shape","Frontage","Total.floor.area.m.2.","Year.of.construction","Building.structure","Use","Purpose.of.Use","Frontage.road.Direction","Frontage.road.Classification","Frontage.road.Breadth.m.","City.Planning","Maximus.Building.Coverage.Ratio...","Maximus.Floor.area.Ratio...","quarter.1","Year"
"512","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",15,NA,155,167741.935483871,"Semi-shaped",12,125,1935,"W","House","House","North","Private Road",4,"Category I Residential Zone",60,200,"3rd",2020
"513","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",8,NA,180,222222.222222222,"Semi-trapezoidal Shaped",12.4,110,1935,"LS","House","House","South","Private Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"2nd",2020
"514","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",8,NA,175,257142.857142857,"Semi-rectangular Shaped",16.5,NA,1935,"LS","House","House","East","City Road",5,"Category I Exclusively Low-story Residential Zone",60,100,"2nd",2020
"515","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",14,NA,170,182352.941176471,"Semi-trapezoidal Shaped",14.9,110,1935,"W","House","House","North","Private Road",6,"Non-divided City Planning Area",60,100,"1st",2020
"516","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",15,NA,170,170588.235294118,"Semi-rectangular Shaped",14,NA,1935,"W","House",NA,"West","Private Road",6,"Non-divided City Planning Area",60,100,"1st",2020
"517","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",15,NA,170,141176.470588235,"Rectangular Shaped",11,110,1935,"W","House","House","North","Private Road",5,"Non-divided City Planning Area",60,100,"1st",2020
"518","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",6,NA,70,22857.1428571429,"Semi-shaped",7.5,65,1935,"W","House","House","North","Private Road",4,"Category I Residential Zone",60,200,"3rd",2019
"519","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",22,"3LDK",75,266666.666666667,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"3rd",2019
"520","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",8,NA,100,55000,"Semi-shaped",9.6,70,1935,"W","House","House","South","Private Road",4.3,"Category I Exclusively Low-story Residential Zone",60,100,"2nd",2019
"521","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",7,NA,105,14285.7142857143,"Rectangular Shaped",6,80,1935,"W","House","House","West","City Road",4.5,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2019
"522","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",3,NA,470,17021.2765957447,"Semi-trapezoidal Shaped",32,70,1935,"W","House","Other","West","Private Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"4th",2018
"523","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",9,NA,480,43750,"Rectangular Shaped",NA,110,1935,"W","House","House","West","Private Road",6,"Category I Residential Zone",60,200,"4th",2018
"524","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",4,NA,165,10303.0303030303,"Trapezoidal Shaped",15.5,70,1935,"W","House","House","South","Private Road",2.5,"Category I Exclusively Low-story Residential Zone",60,100,"3rd",2018
"525","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",7,NA,280,13214.2857142857,"Rectangular Shaped",NA,60,1935,"W","House","House","South","Private Road",5.5,"Category I Exclusively Low-story Residential Zone",60,100,"3rd",2018
"526","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",8,NA,80,45000,"Rectangular Shaped",5,65,1935,"W","House","House","South","Private Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"2nd",2018
"527","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",19,NA,175,268571.428571429,"Semi-rectangular Shaped",10,110,1935,"LS","House","House","South","City Road",6,"Category II Residential Zone",60,200,"2nd",2018
"528","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",11,NA,250,164000,"Rectangular Shaped",11.5,115,1935,"LS","House","House","North","Private Road",6,"Category I Exclusively Low-story Residential Zone",60,100,"2nd",2018
"529","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",14,NA,155,129032.258064516,"Irregular Shaped",12,125,1935,"W","House","House","North","Private Road",4.5,"Category I Residential Zone",60,200,"2nd",2018
"530","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",3,NA,105,46666.6666666667,"Semi-rectangular Shaped",8.2,90,1935,"W","House","House","West","Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2018
"531","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",13,NA,120,2e+05,"Semi-rectangular Shaped",10,100,1935,"W","House","House","East","City Road",5,"Category I Exclusively Low-story Residential Zone",60,100,"4th",2017
"532","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",15,NA,115,74782.6086956522,"Semi-rectangular Shaped",7,85,1935,"W","House","House","South","City Road",4,"Category II Exclusively Low-story Residential Zone",60,150,"4th",2017
"533","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",4,NA,75,42666.6666666667,"Rectangular Shaped",5.5,65,1935,"W","House","House","South","Private Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"3rd",2017
"534","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",10,NA,100,120000,"Semi-rectangular Shaped",7,80,1935,"W","House","House","West","Private Road",4,"Category I Exclusively Low-story Residential Zone",50,100,"2nd",2017
"535","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",8,NA,220,10000,"Semi-rectangular Shaped",NA,85,1935,"W","House","House","West","City Road",6,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2017
"536","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",8,NA,220,9545.45454545455,"Rectangular Shaped",NA,50,1935,"W","House","House","North","Private Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2017
"537","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",12,NA,100,20000,"Rectangular Shaped",8,90,1935,"W","House","House","North","Private Road",4.5,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2017
"538","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",8,NA,500,66000,"Rectangular Shaped",NA,105,1935,"W","House","House","East","Private Road",6,"Category I Residential Zone",60,200,"1st",2017
"539","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",5,NA,165,230303.03030303,"Semi-rectangular Shaped",15,105,1935,"LS","House","House","East","City Road",4.2,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2017
"540","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",10,NA,180,183333.333333333,"Semi-square Shaped",14,140,1935,"RC","House","House","North","City Road",6,"Category I Residential Zone",60,200,"4th",2016
"541","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",6,NA,95,16842.1052631579,"Semi-rectangular Shaped",14,55,1935,"W","House","House","North","Private Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"4th",2016
"542","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",7,NA,530,54716.9811320755,"Rectangular Shaped",NA,110,1935,"W","House","House","South","Private Road",4,"Category I Residential Zone",60,200,"4th",2016
"543","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",6,NA,165,35151.5151515152,"Semi-rectangular Shaped",14,NA,1935,"W","House","House","West","Private Road",4.5,"Category I Residential Zone",60,200,"4th",2016
"544","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",8,NA,480,70833.3333333333,"Rectangular Shaped",NA,105,1935,"W","House","House","West","Private Road",6,"Category I Residential Zone",60,200,"3rd",2016
"545","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",8,NA,105,85714.2857142857,"Semi-rectangular Shaped",7,90,1935,"W","House","House","North","Private Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"3rd",2016
"546","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",9,NA,90,42222.2222222222,"Semi-rectangular Shaped",NA,55,1935,"W","House","House","East","Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"3rd",2016
"547","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",7,NA,105,33333.3333333333,"Semi-rectangular Shaped",12,75,1935,"W","House","House","South","Private Road",4,"Category I Residential Zone",60,200,"3rd",2016
"548","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",7,NA,200,160000,"Rectangular Shaped",NA,105,1935,"W","House","House","North","Private Road",6,"Category I Residential Zone",60,200,"3rd",2016
"549","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",5,NA,70,14285.7142857143,"Rectangular Shaped",5,45,1935,"W","House","Other","South","City Road",2,"Category I Exclusively Low-story Residential Zone",60,100,"2nd",2016
"550","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",7,NA,165,36363.6363636364,"Semi-rectangular Shaped",15.4,95,1935,"W","House","Other","East","Road",1.9,"Category I Residential Zone",60,200,"2nd",2016
"551","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",8,NA,230,4260.86956521739,"&quot;Flag-shaped&quot; etc.",NA,50,1935,"W","House","House","South","Private Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2016
"552","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Kitahigashiguchi",4,NA,200,195000,"Semi-rectangular Shaped",13,140,1935,"W","House","House","West","Private Road",6,"Category I Exclusively Low-story Residential Zone",60,100,"1st",2016
"553","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Sanjo (Takamatsu)",25,NA,220,127272.727272727,"Rectangular Shaped",11,140,1935,"S","House","House","South","City Road",6,"Category II Exclusively Medium-high Residential Zone",60,200,"2nd",2018
"554","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",8,NA,170,235294.117647059,"Rectangular Shaped",11.3,105,1935,"W","House","House","South","Private Road",5.8,"Quasi-industrial Zone",60,200,"3rd",2020
"555","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",9,"2DK",45,51111.1111111111,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"3rd",2020
"556","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",8,"3LDK",70,171428.571428571,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Quasi-industrial Zone",60,200,"3rd",2020
"557","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",9,NA,370,43243.2432432432,"Rectangular Shaped",11.5,125,1935,"W","House","House","South","Private Road",4,"Category II Exclusively Medium-high Residential Zone",60,200,"2nd",2020
"558","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",9,"3LDK",65,46153.8461538462,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"2nd",2020
"559","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",9,"3DK",70,28571.4285714286,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"2nd",2020
"560","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",8,NA,210,4761.90476190476,"Semi-rectangular Shaped",19,55,1935,"W","House","House","East","Road",1.8,"Category I Residential Zone",60,200,"1st",2020
"561","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",9,"3LDK",60,16666.6666666667,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Residential Zone",60,200,"1st",2020
"562","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",5,"3LDK",70,242857.142857143,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Neighborhood Commercial Zone",80,300,"1st",2020
"563","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",19,NA,210,228571.428571429,"Semi-rectangular Shaped",11,110,1935,"W","House","House","North","City Road",6,"Category I Exclusively Medium-high Residential Zone",60,200,"4th",2019
"564","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",13,NA,115,243478.260869565,"Semi-rectangular Shaped",7,90,1935,"W","House","House","South","City Road",4,"Category II Exclusively Low-story Residential Zone",60,150,"4th",2019
"565","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",15,NA,260,203846.153846154,"Rectangular Shaped",10.3,NA,1935,"W","House","House","North","City Road",6,"Category II Exclusively Low-story Residential Zone",60,150,"4th",2019
"566","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",8,"3LDK",75,253333.333333333,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Quasi-industrial Zone",60,200,"4th",2019
"567","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",25,"3LDK",70,357142.857142857,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category II Exclusively Medium-high Residential Zone",60,200,"4th",2019
"568","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",7,NA,130,161538.461538462,"Rectangular Shaped",11,85,1935,"W","House","House","South","Road",4,"Category I Exclusively Medium-high Residential Zone",60,200,"3rd",2019
"569","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",5,NA,240,1e+05,"Rectangular Shaped",16,175,1935,"W","House","House","East","Private Road",4,"Category I Residential Zone",60,200,"2nd",2019
"570","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",14,NA,55,45454.5454545455,"Semi-shaped",10,55,1935,"W","House","Other","North","City Road",4,"Category II Exclusively Low-story Residential Zone",60,150,"2nd",2019
"571","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",6,NA,160,237500,"Semi-rectangular Shaped",11,115,1935,"W","House","House","North","Private Road",5,"Category II Exclusively Medium-high Residential Zone",60,200,"2nd",2019
"572","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",6,NA,200,30000,"Rectangular Shaped",12,95,1935,"W","House","Other","West","City Road",5,"Category I Residential Zone",60,200,"2nd",2019
"573","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",9,NA,85,58823.5294117647,"Rectangular Shaped",5.5,65,1935,"W","House","House","South","Private Road",4,"Category I Residential Zone",60,200,"1st",2019
