"","Type","Region","City.Town.Ward.Village.code","Prefecture","City.Town.Ward.Village","Area","Nearest.station.Name","Nearest.station.Distance.minute.","Layout","Area.m.2.","Transaction.price.Unit.price.m.2.","Land.shape","Frontage","Total.floor.area.m.2.","Year.of.construction","Building.structure","Use","Purpose.of.Use","Frontage.road.Direction","Frontage.road.Classification","Frontage.road.Breadth.m.","City.Planning","Maximus.Building.Coverage.Ratio...","Maximus.Floor.area.Ratio...","quarter.1","Year"
"5897","Residential Land(Land and Building)","Residential Area","37206","Kagawa Prefecture","Sanuki City","Nagaonishi","Nagao (Takamatsu)",9,NA,160,137500,"Semi-shaped",10,110,1935,"W","House",NA,"North","Private Road",5,"Non-divided City Planning Area",70,200,"3rd",2015
"2583","Residential Land(Land and Building)","Residential Area","37205","Kagawa Prefecture","Kan-onji City","Shussakucho","Kan-onji (Kagawa)",60,NA,195,112820.512820513,"Semi-rectangular Shaped",11.5,110,1935,"W","House","House","Northwest","Private Road",4.2,"Non-divided City Planning Area",70,200,"1st",2017
"8201","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Matsunawacho","Kitahigashiguchi",60,NA,70,342857.142857143,"Semi-rectangular Shaped",11,90,1935,"W","House",NA,"West","City Road",8,"Category II Exclusively Medium-high Residential Zone",60,200,"2nd",2007
"4832","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Murechomure","Yakuri",5,NA,65,15384.6153846154,"Semi-rectangular Shaped",7,60,1935,"W","House",NA,"South","Private Road",4,"Category I Residential Zone",60,200,"3rd",2011
"1424","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Hayashicho","Mizuta",25,NA,200,90000,"Rectangular Shaped",12.5,120,1935,"W","House","Other","South","Private Road",5,"Category I Residential Zone",60,200,"1st",2021
"6283","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Kanakuracho","Sanukishioya",60,NA,410,29268.2926829268,"Irregular Shaped",12,105,1935,"W","House",NA,"West","City Road",7.5,"Non-divided City Planning Area",70,200,"2nd",2012
"5701","Residential Land(Land and Building)","Residential Area","37203","Kagawa Prefecture","Sakaide City","Kumecho","Sakaide",23,NA,210,90476.1904761905,"Semi-rectangular Shaped",11,120,1935,"W","House","House","North","City Road",5.7,"Category II Residential Zone",60,200,"2nd",2015
"5366","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Nariaicho","Enza",27,NA,220,31818.1818181818,"Semi-rectangular Shaped",11.5,165,1935,"LS","House","House","East","Private Road",5,"Category I Exclusively Low-story Residential Zone",60,100,"2nd",2015
"5530","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",7,"3LDK",50,15000,NA,NA,NA,1935,"SRC","House","Other",NA,NA,0,"Neighborhood Commercial Zone",80,200,"2nd",2015
"7957","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kokubunjichokashihara","Hashioka",60,NA,240,37500,"Semi-rectangular Shaped",12,80,1935,"S","House",NA,"Northeast","City Road",5,"Non-divided City Planning Area",70,200,"4th",2007
"1113","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Tahikamimachi","Busshozan",19,NA,210,1e+05,"Rectangular Shaped",13,105,1935,"W","House","House","Southeast","City Road",4.2,"Non-divided City Planning Area",60,100,"1st",2017
"4480","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",13,NA,70,47142.8571428571,"Irregular Shaped",2,45,1935,"W","House",NA,"South","Private Road",4,"Category I Residential Zone",60,200,"1st",2011
"7085","Residential Land(Land and Building)","Residential Area","37208","Kagawa Prefecture","Mitoyo City","Takumachotakuma","Takuma",60,NA,500,6000,"Semi-rectangular Shaped",20,65,1935,"W","House",NA,"Southwest","Road",2,"Non-divided City Planning Area",70,200,"4th",2013
"809","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kokubunjichofuke","Hashioka",60,NA,175,120000,"Semi-shaped",11,110,1935,"W","House","House","North","Private Road",6,"Non-divided City Planning Area",60,100,"2nd",2020
"8409","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Haradacho","Marugame",60,NA,810,28395.0617283951,"Semi-square Shaped",NA,120,1935,"W","House",NA,"South","Private Road",5,"Non-divided City Planning Area",70,200,"4th",2008
"4995","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Enzacho","Enza",10,NA,230,47826.0869565217,"Semi-rectangular Shaped",9,75,1935,"W","House","House","South","Private Road",4,"Category I Exclusively Medium-high Residential Zone",60,200,"4th",2015
"4723","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Nishiyamasakicho","Okamoto (Takamatsu)",13,NA,230,82608.6956521739,"Semi-square Shaped",14.8,140,1935,"W","House",NA,"West","Private Road",4.2,"Non-divided City Planning Area",60,200,"2nd",2011
"1747","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Murechomure","Yakuri",11,NA,210,95238.0952380952,"Semi-rectangular Shaped",14,105,1935,"W","House","House","Southwest","Road",5.7,"Category I Exclusively Medium-high Residential Zone",60,200,"1st",2019
"4910","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Iinochohigashifuta","Marugame",60,NA,250,56000,"Irregular Shaped",30,260,1935,"S","House",NA,"South","Prefectural Road",10,"Non-divided City Planning Area",70,200,"4th",2011
"5368","Residential Land(Land and Building)","Residential Area","37208","Kagawa Prefecture","Mitoyo City","Saitachosaitanaka","Sanukisaida",90,NA,790,8227.84810126582,"Semi-trapezoidal Shaped",12.5,135,1935,"W","House",NA,"Northwest","City Road",10.5,"Outside City Planning Area",NA,NA,"4th",2011
"4936","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Gungecho","Zentsuji",60,NA,230,113043.47826087,"Rectangular Shaped",NA,105,1935,"LS","House",NA,"South","Private Road",4,"Non-divided City Planning Area",70,200,"4th",2011
"3423","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kozaiminamimachi","Kinashi",18,NA,155,103225.806451613,"Semi-shaped",8,90,1935,"W","House","House","North","Private Road",4,"Category I Exclusively Low-story Residential Zone",60,100,"4th",2014
"5442","Residential Land(Land and Building)","Residential Area","37208","Kagawa Prefecture","Mitoyo City","Minochoyoshizu","Mino",60,NA,660,10606.0606060606,"Semi-rectangular Shaped",23,NA,1935,"W","House",NA,"North","Road",5,"Outside City Planning Area",NA,NA,"2nd",2011
"8484","Residential Land(Land and Building)","Residential Area","37205","Kagawa Prefecture","Kan-onji City","Onoharachohanaina","Toyohama",28,NA,480,22916.6666666667,"Irregular Shaped",34,180,1935,"W","House",NA,"South","Road",1,"Outside City Planning Area",NA,NA,"2nd",2008
"8114","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Hamanocho","Takamatsu (Kagawa)",6,"3LDK",85,258823.529411765,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Commercial Zone",80,400,"4th",2008
"5267","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Showacho","Showacho (Kagawa)",2,"3LDK",75,213333.333333333,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category II Exclusively Medium-high Residential Zone",60,200,"4th",2015
"1790","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Murojimmachi","Ritsurinkoen",11,"3LDK",70,271428.571428571,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Neighborhood Commercial Zone",80,300,"3rd",2018
"3155","Residential Land(Land and Building)","Residential Area","37387","Kagawa Prefecture","Ayagawa Town,Ayauta County","Sue","Sue",5,NA,195,30769.2307692308,"Semi-trapezoidal Shaped",10.5,70,1935,"W","House","House","East","Road",3,"Non-divided City Planning Area",70,200,"3rd",2016
"7315","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kokubunjichofuke","Kazashigaoka",26,NA,760,28947.3684210526,"Irregular Shaped",18,125,1935,"S","House",NA,"North","City Road",4.7,"Non-divided City Planning Area",60,200,"1st",2009
"3341","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Ogimachi","Takamatsu (Kagawa)",19,NA,130,76923.0769230769,"Rectangular Shaped",9,95,1935,"W","House","House","North","City Road",4,"Category II Exclusively Medium-high Residential Zone",60,200,"4th",2014
"1416","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Hayashicho","Ota (Takamatsu)",25,NA,175,165714.285714286,"Semi-square Shaped",12.5,115,1935,"W","House","House","East","Private Road",6,"Non-divided City Planning Area",60,100,"4th",2019
"8516","Residential Land(Land and Building)","Residential Area","37206","Kagawa Prefecture","Sanuki City","Sangawamachiishidanishi","Kanzaki (Kagawa)",60,NA,210,90476.1904761905,"Semi-rectangular Shaped",11.5,100,1935,"W","House",NA,"South","Private Road",5,"Non-divided City Planning Area",70,200,"2nd",2007
"2956","Residential Land(Land and Building)","Residential Area","37208","Kagawa Prefecture","Mitoyo City","Yamamotochotsuji","Motoyama (Kagawa)",90,NA,140,60714.2857142857,"Semi-trapezoidal Shaped",11,90,1935,"W","House","Other","Northeast","Private Road",4.5,"Outside City Planning Area",NA,NA,"4th",2018
"898","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Sammyocho","Ota (Takamatsu)",25,NA,165,127272.727272727,"Semi-rectangular Shaped",10,100,1935,"W","House","House","North","Private Road",4,"Non-divided City Planning Area",60,200,"2nd",2020
"3489","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Takamatsucho","Yashima",8,"2LDK",85,211764.705882353,NA,NA,NA,1935,"RC","House","House",NA,NA,0,"Category I Exclusively Medium-high Residential Zone",60,200,"2nd",2014
"4547","Residential Land(Land and Building)","Residential Area","37203","Kagawa Prefecture","Sakaide City","Nishinoshocho","Yasoba",19,NA,125,28000,"Semi-rectangular Shaped",13.5,115,1935,"W","House",NA,"North","City Road",6,"Category I Residential Zone",60,200,"3rd",2010
"5452","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Matsunamicho","Sanjo (Takamatsu)",28,NA,165,24242.4242424242,"Rectangular Shaped",10,95,1935,"LS","House","House","East","City Road",4.3,"Category I Exclusively Medium-high Residential Zone",60,200,"2nd",2015
"7598","Residential Land(Land and Building)","Residential Area","37204","Kagawa Prefecture","Zentsuji City","Haradacho","Konzoji",23,NA,210,19047.619047619,"Rectangular Shaped",10,90,1935,"S","House",NA,"North","Private Road",5,"Non-divided City Planning Area",70,200,"3rd",2009
"6303","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Sanjocho","Marugame",60,NA,360,21666.6666666667,"Square Shaped",NA,90,1935,"W","House",NA,"Northwest","City Road",5.5,"Non-divided City Planning Area",70,200,"4th",2012
"5228","Residential Land(Land and Building)","Residential Area","37205","Kagawa Prefecture","Kan-onji City","Kunitacho","Kan-onji (Kagawa)",60,NA,260,111538.461538462,"Trapezoidal Shaped",13.2,145,1935,"W","House",NA,"Southwest","Private Road",6,"Non-divided City Planning Area",70,200,"3rd",2011
"1387","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Hamanocho","Takamatsu (Kagawa)",10,"3LDK",60,75000,NA,NA,NA,1935,"SRC","House","House",NA,NA,0,"Category II Residential Zone",60,200,"4th",2017
"5310","Residential Land(Land and Building)","Residential Area","37206","Kagawa Prefecture","Sanuki City","Shido","Shido",16,NA,145,96551.724137931,"Semi-shaped",NA,95,1935,"W","House",NA,"Southeast","Private Road",6,"Category I Residential Zone",60,200,"2nd",2011
"7286","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kinashicho","Kinashi",14,NA,180,116666.666666667,"Semi-rectangular Shaped",12,110,1935,"W","House",NA,"South","Private Road",5,"Category I Exclusively Low-story Residential Zone",50,80,"3rd",2009
"1074","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Tahikamimachi","Ota (Takamatsu)",21,NA,165,212121.212121212,"Semi-rectangular Shaped",11.5,100,1935,"W","House","House","South","Private Road",4.8,"Non-divided City Planning Area",60,100,"3rd",2020
"7321","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Saihocho","Showacho (Kagawa)",6,"4LDK",80,106250,NA,NA,NA,1935,"SRC","House",NA,NA,NA,0,"Neighborhood Commercial Zone",80,300,"3rd",2009
"7052","Residential Land(Land and Building)","Residential Area","37206","Kagawa Prefecture","Sanuki City","Nagaonishi","Nagao (Takamatsu)",13,NA,150,153333.333333333,"Semi-square Shaped",12,110,1935,"W","House","House","South","Private Road",5,"Non-divided City Planning Area",70,200,"4th",2013
"5668","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Hanzanchohigashisakamoto","Sakaide",60,NA,230,29130.4347826087,"Semi-rectangular Shaped",NA,120,1935,"LS","House","House","East","Private Road",4,"Category I Residential Zone",60,200,"3rd",2015
"6002","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Tahikamimachi","Busshozan",23,NA,165,133333.333333333,"Semi-rectangular Shaped",14,105,1935,"W","House",NA,"West","Private Road",6,"Non-divided City Planning Area",60,100,"2nd",2012
"6229","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Yashimanishimachi","Katamoto",19,"3LDK",75,113333.333333333,NA,NA,NA,1935,"SRC","House",NA,NA,NA,0,"Category I Residential Zone",60,200,"4th",2012
"5456","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Matsufukucho","Imabashi",8,"2DK",40,157500,NA,NA,NA,1935,"SRC","House","House",NA,NA,0,"Industrial Zone",60,200,"3rd",2015
"4065","Pre-owned Condominiums, etc.",NA,"37201","Kagawa Prefecture","Takamatsu City","Hananomiyacho","Ritsurinkoen",9,"3LDK",70,120000,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Neighborhood Commercial Zone",80,300,"3rd",2010
"4026","Residential Land(Land and Building)","Residential Area","37205","Kagawa Prefecture","Kan-onji City","Kotonamicho","Kan-onji (Kagawa)",19,NA,850,11764.7058823529,"Irregular Shaped",33,190,1935,"RC","House","Other","South","City Road",4,"Quasi-industrial Zone",60,200,"3rd",2014
"2407","Residential Land(Land and Building)","Residential Area","37203","Kagawa Prefecture","Sakaide City","Hayashidacho","Sakaide",60,NA,125,20000,"Semi-rectangular Shaped",9.5,70,1935,"W","House","House","East","Road",2.4,"Non-divided City Planning Area",70,200,"4th",2020
"581","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",16,NA,140,264285.714285714,"Semi-rectangular Shaped",13.4,100,1935,"LS","House","House","West","City Road",6,"Category II Exclusively Low-story Residential Zone",60,150,"3rd",2018
"6947","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Haradacho","Konzoji",29,NA,230,139130.434782609,"Semi-rectangular Shaped",20.7,130,1935,"W","House",NA,"West","Private Road",6,"Non-divided City Planning Area",70,200,"1st",2013
"6945","Pre-owned Condominiums, etc.",NA,"37202","Kagawa Prefecture","Marugame City","Nishihommachi","Marugame",9,"3LDK",60,83333.3333333333,NA,NA,NA,1935,"RC","House",NA,NA,NA,0,"Category I Residential Zone",60,200,"3rd",2013
"2295","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Fukushimacho","Marugame",3,NA,185,97297.2972972973,"Semi-rectangular Shaped",17,35,1935,"W","House",NA,"East","City Road",7.5,"Quasi-industrial Zone",60,200,"1st",2020
"8023","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Setouchicho","Takamatsu (Kagawa)",19,NA,185,81081.0810810811,"Rectangular Shaped",12.5,150,1935,"W","House",NA,"West","City Road",19,"Quasi-industrial Zone",60,200,"1st",2007
"5048","Residential Land(Land and Building)","Residential Area","37202","Kagawa Prefecture","Marugame City","Hanzanchoshimohogunji","Okada (Takamatsu)",90,NA,220,81818.1818181818,"Irregular Shaped",11,105,1935,"W","House",NA,"North","City Road",5,"Non-divided City Planning Area",70,200,"1st",2011
"1726","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Murechohara","Hara (Takamatsu)",10,NA,210,23809.5238095238,"Semi-square Shaped",13,80,1935,"W","House","House","Southwest","City Road",4.2,"Category I Exclusively Low-story Residential Zone",50,80,"4th",2018
"1687","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Mimayacho","Hashioka",60,NA,200,155000,"Semi-rectangular Shaped",12.5,105,1935,"LS","House","House","North","Private Road",5.5,"Non-divided City Planning Area",60,100,"3rd",2016
"6578","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Kitacho","Hayashimichi",9,NA,175,182857.142857143,"Semi-rectangular Shaped",14,120,1935,"W","House",NA,"South","Private Road",4.8,"Category II Exclusively Medium-high Residential Zone",60,200,"2nd",2013
"1750","Residential Land(Land and Building)","Residential Area","37201","Kagawa Prefecture","Takamatsu City","Murechomure","Yakuri",5,NA,230,25217.3913043478,"Semi-trapezoidal Shaped",15,115,1935,"W","House","House","South","City Road",6,"Non-divided City Planning Area",NA,NA,"3rd",2017
